EmployeeNumber,Age,AgeBand,Attrition,AttritionFlag,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyPayrollCost,MonthlyRate,HourlyRate,DailyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,LastReviewDate,ManagerID,WorkLocation,RemoteWork,ExitReason
749,25,18-25,No,0,Travel_Rarely,Research & Development,22,2,Medical,1,Male,1,Laboratory Technician,Married,3457,4739,20649,34,1256,0,No,15,3,1,4,1,3,80,1,2,3,2,0,0,0,0,2024-04-27,2024-02-05,1002,Oslo,No,Not applicable
750,34,26-35,No,0,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,1,Research Scientist,Married,4225,5162,15875,33,1227,3,No,13,3,3,2,1,2,80,1,2,2,4,2,2,1,2,2022-05-14,2024-06-27,1036,Gothenburg,No,Not applicable
751,37,36-45,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,2,Healthcare Representative,Married,8089,9703,3542,41,408,3,Yes,12,4,4,3,3,3,80,1,8,3,4,1,1,1,0,2023-08-30,2024-09-26,1012,Gothenburg,No,Not applicable
752,37,36-45,Yes,1,Travel_Rarely,Research & Development,28,3,Life Sciences,1,Female,2,Research Scientist,Divorced,6160,8068,9597,71,527,5,Yes,16,3,4,1,3,1,80,0,14,2,2,6,0,6,0,2018-06-20,2024-03-20,1034,Gothenburg,Hybrid,Career change
753,41,36-45,Yes,1,Non-Travel,Research & Development,11,4,Medical,1,Male,3,Healthcare Representative,Married,8577,11999,18379,63,796,1,No,24,3,4,2,1,2,80,0,20,2,2,11,0,1,1,2014-01-04,2024-07-30,1070,Gothenburg,Full Remote,Work-life balance
754,27,26-35,Yes,1,Travel_Rarely,Research & Development,12,1,Medical,1,Male,1,Laboratory Technician,Divorced,1830,2318,24072,74,956,1,Yes,18,3,3,4,4,1,80,0,4,6,1,4,0,0,0,2020-10-18,2024-04-13,1073,Oslo,No,Manager relationship
755,48,46-55,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,Female,5,Laboratory Technician,Married,6898,8869,16949,86,1320,3,No,20,3,2,4,1,2,80,3,29,2,2,3,3,0,0,2021-12-13,2024-02-01,1027,Gothenburg,Hybrid,Not applicable
756,27,26-35,Yes,1,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Healthcare Representative,Single,7680,10323,9925,36,393,5,No,15,3,4,2,2,1,80,1,8,4,4,1,0,1,1,2023-03-07,2024-09-05,1033,Helsinki,No,Work-life balance
757,43,36-45,No,0,Travel_Rarely,Research & Development,23,2,Life Sciences,1,Male,4,Research Scientist,Married,5206,6460,20208,73,688,2,No,23,3,2,3,1,2,80,0,20,1,3,0,0,0,0,2024-07-11,2024-08-28,1014,Stockholm,Full Remote,Not applicable
758,51,46-55,No,0,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,4,Laboratory Technician,Married,6860,8296,4462,91,170,2,No,13,3,4,4,4,1,80,0,27,5,2,10,1,6,0,2014-11-18,2024-02-17,1092,Copenhagen,Hybrid,Not applicable
759,56,56+,No,0,Travel_Rarely,Human Resources,29,4,Marketing,1,Female,5,Human Resources,Divorced,6442,7884,20242,94,113,1,Yes,23,3,2,1,4,4,80,0,32,2,3,5,1,2,2,2019-12-25,2024-07-19,1011,Malmo,No,Not applicable
760,31,26-35,No,0,Travel_Frequently,Research & Development,24,3,Medical,1,Female,2,Laboratory Technician,Married,5937,8116,13649,51,930,1,Yes,11,3,1,1,3,4,80,0,12,3,4,0,0,0,0,2024-03-15,2024-05-16,1033,Copenhagen,No,Not applicable
761,43,36-45,No,0,Travel_Rarely,Sales,7,4,Medical,1,Male,3,Sales Executive,Married,8109,10349,4473,64,1459,8,No,13,3,1,4,1,1,80,0,22,1,3,13,3,6,8,2011-04-24,2024-01-06,1013,Gothenburg,Hybrid,Not applicable
762,27,26-35,No,0,Travel_Rarely,Sales,5,2,Medical,1,Male,1,Sales Executive,Single,7521,9489,7292,43,803,4,No,20,3,2,2,4,1,80,1,5,3,3,3,3,0,3,2021-02-13,2024-06-24,1042,Stockholm,No,Not applicable
763,41,36-45,No,0,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,8624,10321,11842,90,1020,1,No,22,3,4,2,4,2,80,1,22,3,3,5,5,5,1,2019-02-07,2024-05-23,1091,Helsinki,Hybrid,Not applicable
764,36,36-45,No,0,Travel_Rarely,Research & Development,6,4,Marketing,1,Male,3,Research Director,Married,20000,25006,21044,83,203,2,Yes,13,3,1,2,1,2,80,2,16,3,3,5,1,2,5,2019-12-09,2024-03-16,1037,Stockholm,Hybrid,Not applicable
765,33,26-35,No,0,Travel_Rarely,Research & Development,5,3,Medical,1,Female,2,Research Scientist,Single,5255,6430,12182,38,629,0,Yes,12,3,1,3,1,1,80,0,12,5,3,10,1,4,4,2014-07-20,2024-05-30,1074,Stockholm,Full Remote,Not applicable
766,31,26-35,No,0,Travel_Rarely,Research & Development,24,3,Marketing,1,Male,2,Laboratory Technician,Single,2185,2967,17236,60,924,1,No,13,3,4,4,4,1,80,0,10,3,3,0,0,0,0,2024-12-11,2024-09-19,1019,Gothenburg,Hybrid,Not applicable
767,45,36-45,Yes,1,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,3,Laboratory Technician,Married,5183,6666,13917,64,1269,1,Yes,22,3,1,3,2,2,80,0,22,1,1,5,5,5,1,2019-09-25,2024-07-28,1030,Gothenburg,Hybrid,Retirement
768,22,18-25,No,0,Travel_Rarely,Sales,12,2,Marketing,1,Male,1,Sales Executive,Married,9247,11850,5324,52,412,2,No,14,4,2,1,4,2,80,0,2,3,3,1,1,1,0,2023-05-04,2024-08-24,1003,Malmo,Hybrid,Not applicable
769,45,36-45,No,0,Travel_Rarely,Research & Development,27,3,Life Sciences,1,Female,4,Research Scientist,Single,7468,9517,4333,40,1315,3,No,16,3,3,1,3,2,80,2,21,3,2,8,7,0,1,2016-06-27,2024-06-24,1012,Oslo,No,Not applicable
770,45,36-45,No,0,Non-Travel,Research & Development,12,2,Other,1,Female,3,Research Scientist,Married,5466,7707,22702,46,668,6,No,17,3,4,1,3,4,80,0,21,4,3,0,0,0,0,2024-12-24,2024-05-25,1016,Malmo,Hybrid,Not applicable
771,39,36-45,No,0,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,3,Healthcare Representative,Single,9020,12663,3377,34,323,0,No,22,3,4,3,4,4,80,2,20,3,4,6,1,2,6,2018-08-11,2024-06-01,1094,Stockholm,Hybrid,Not applicable
772,36,36-45,No,0,Non-Travel,Research & Development,26,3,Life Sciences,1,Female,3,Laboratory Technician,Single,4623,6072,26859,50,878,2,No,17,3,3,1,3,4,80,3,15,3,1,3,0,0,2,2021-04-09,2024-12-14,1002,Helsinki,Full Remote,Not applicable
773,44,36-45,No,0,Travel_Rarely,Research & Development,10,2,Medical,1,Male,4,Manufacturing Director,Married,13008,17352,13359,66,1344,1,No,21,3,1,2,1,4,80,3,25,3,4,0,0,0,0,2024-06-05,2024-05-09,1011,Copenhagen,Hybrid,Not applicable
774,36,36-45,No,0,Travel_Rarely,Human Resources,25,1,Medical,1,Female,2,Manager,Married,16311,19774,19342,74,977,2,No,25,3,2,3,2,1,80,2,15,2,1,4,1,3,0,2020-09-15,2024-08-31,1061,Malmo,Hybrid,Not applicable
775,48,46-55,No,0,Travel_Frequently,Research & Development,6,2,Technical Degree,1,Female,4,Healthcare Representative,Single,9891,14029,25590,34,1463,2,No,15,3,1,2,3,3,80,0,29,6,3,1,1,1,1,2023-03-27,2024-09-16,1073,Helsinki,Hybrid,Not applicable
776,35,26-35,Yes,1,Travel_Frequently,Research & Development,26,1,Medical,1,Female,2,Research Scientist,Single,3800,4770,10895,82,893,2,No,20,3,2,3,2,1,80,1,14,1,4,3,0,0,0,2021-02-19,2024-04-21,1089,Copenhagen,No,Compensation
777,31,26-35,No,0,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Male,2,Laboratory Technician,Single,2860,3722,2392,73,242,4,No,24,3,1,3,1,3,80,2,11,2,1,9,0,1,0,2015-05-29,2024-12-09,1091,Gothenburg,Hybrid,Not applicable
778,37,36-45,No,0,Travel_Rarely,Research & Development,26,3,Medical,1,Female,3,Healthcare Representative,Single,9345,11908,25730,39,600,0,No,24,3,2,1,2,2,80,1,16,3,3,1,1,1,0,2023-09-04,2024-05-09,1010,Copenhagen,Hybrid,Not applicable
779,52,46-55,No,0,Non-Travel,Sales,4,3,Life Sciences,1,Male,5,Sales Representative,Married,6761,9075,6686,68,1095,4,Yes,21,3,4,1,1,1,80,1,33,2,2,4,1,3,1,2020-03-26,2024-01-24,1028,Stockholm,Full Remote,Not applicable
780,40,36-45,No,0,Travel_Rarely,Sales,10,2,Life Sciences,1,Male,3,Sales Representative,Divorced,4988,6966,16851,42,706,1,No,15,3,1,3,3,4,80,1,16,3,1,9,5,4,5,2015-04-22,2024-05-11,1068,Oslo,No,Not applicable
781,21,18-25,No,0,Travel_Rarely,Sales,25,4,Medical,1,Female,1,Sales Representative,Divorced,2813,3973,22148,66,282,6,No,12,3,2,4,3,3,80,0,1,2,4,1,1,0,1,2023-02-14,2024-06-07,1039,Stockholm,Hybrid,Not applicable
782,28,26-35,No,0,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Sales Executive,Married,10026,14118,15107,89,1327,0,Yes,11,3,3,4,1,2,80,0,9,4,3,7,0,4,0,2017-03-22,2024-06-21,1082,Gothenburg,Hybrid,Not applicable
783,40,36-45,No,0,Non-Travel,Research & Development,1,4,Medical,1,Male,3,Laboratory Technician,Married,3840,5230,3706,34,669,0,No,12,3,3,3,2,2,80,1,19,4,1,3,3,3,0,2021-10-07,2024-11-14,1035,Copenhagen,No,Not applicable
784,41,36-45,No,0,Travel_Rarely,Human Resources,22,4,Life Sciences,1,Male,3,Human Resources,Married,7336,10059,21123,53,887,5,No,23,3,1,4,1,2,80,0,16,4,2,2,1,1,0,2022-07-08,2024-09-13,1093,Helsinki,Hybrid,Not applicable
785,41,36-45,No,0,Travel_Rarely,Human Resources,28,3,Medical,1,Male,3,Human Resources,Divorced,5463,6548,9911,65,1280,2,Yes,18,3,3,4,3,2,80,2,19,2,2,5,0,5,1,2019-11-01,2024-04-29,1078,Helsinki,Full Remote,Not applicable
786,31,26-35,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,2,Research Scientist,Married,3773,5037,13816,92,110,6,No,21,3,4,3,4,2,80,0,11,3,4,11,1,8,0,2013-09-08,2024-02-29,1092,Oslo,No,Not applicable
787,28,26-35,No,0,Travel_Rarely,Sales,5,4,Life Sciences,1,Male,1,Sales Executive,Single,3258,3994,10451,62,1376,1,Yes,18,3,1,1,1,1,80,1,4,4,3,4,4,1,4,2020-11-22,2024-10-21,1012,Oslo,No,Not applicable
788,32,26-35,No,0,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,Laboratory Technician,Divorced,4183,5888,10028,82,843,1,No,18,3,2,1,1,3,80,1,8,4,3,4,4,3,4,2020-06-02,2024-11-26,1078,Oslo,No,Not applicable
789,48,46-55,No,0,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Sales Executive,Married,10880,13973,2489,61,401,0,No,20,3,3,1,4,2,80,1,21,3,4,7,0,2,3,2017-03-14,2024-01-25,1009,Malmo,Hybrid,Not applicable
790,44,36-45,No,0,Travel_Frequently,Sales,13,2,Medical,1,Male,4,Sales Representative,Single,5198,7283,22637,84,1210,0,No,15,3,2,2,3,2,80,1,25,3,4,2,2,2,2,2022-11-06,2024-11-02,1010,Copenhagen,Hybrid,Not applicable
791,30,26-35,Yes,1,Travel_Frequently,Sales,3,4,Life Sciences,1,Female,3,Sales Representative,Married,4265,5432,9712,89,444,1,No,11,3,2,4,4,1,80,2,11,3,2,1,1,1,1,2023-10-03,2024-06-11,1051,Stockholm,No,Retirement
792,30,26-35,No,0,Travel_Rarely,Sales,19,4,Marketing,1,Male,2,Sales Representative,Married,2193,2626,17711,57,901,2,No,22,3,3,4,3,3,80,1,9,1,1,0,0,0,0,2024-05-13,2024-12-25,1028,Malmo,Hybrid,Not applicable
793,41,36-45,No,0,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,Sales Executive,Single,10544,14688,24378,96,1174,0,Yes,24,4,1,2,2,3,80,1,21,4,2,17,1,1,0,2007-10-11,2024-02-10,1057,Malmo,Hybrid,Not applicable
794,40,36-45,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,3,Research Scientist,Divorced,6201,8335,2638,32,844,2,Yes,12,3,2,4,3,1,80,1,11,2,2,10,0,0,1,2014-12-19,2024-04-13,1015,Gothenburg,No,Not applicable
795,36,36-45,Yes,1,Travel_Rarely,Research & Development,5,2,Medical,1,Female,2,Laboratory Technician,Single,4969,6546,20358,33,1341,1,No,23,3,2,3,2,4,80,1,15,6,3,1,0,1,1,2023-06-04,2024-01-03,1051,Stockholm,Hybrid,Compensation
796,29,26-35,Yes,1,Non-Travel,Research & Development,9,3,Medical,1,Female,1,Research Director,Single,14985,18195,15529,51,1156,2,Yes,15,3,3,3,3,1,80,0,7,2,1,7,0,1,5,2017-10-29,2024-08-02,1013,Copenhagen,No,Career change
797,23,18-25,Yes,1,Travel_Frequently,Research & Development,11,3,Life Sciences,1,Male,1,Healthcare Representative,Married,3759,5203,12029,93,928,0,No,22,3,2,4,4,3,80,0,2,1,2,2,0,0,2,2022-07-12,2024-01-20,1026,Copenhagen,No,Relocation
798,43,36-45,No,0,Travel_Rarely,Sales,18,3,Medical,1,Female,4,Sales Executive,Single,10946,15148,12141,46,464,1,Yes,25,4,1,3,3,1,80,0,24,1,4,2,1,2,0,2022-09-12,2024-06-26,1090,Copenhagen,Full Remote,Not applicable
799,32,26-35,No,0,Travel_Rarely,Research & Development,16,4,Other,1,Male,1,Manufacturing Director,Single,6313,7607,14748,30,1225,0,No,21,3,3,3,4,4,80,1,5,3,2,0,0,0,0,2024-07-03,2024-04-04,1074,Helsinki,Full Remote,Not applicable
800,37,36-45,Yes,1,Travel_Frequently,Sales,20,3,Medical,1,Female,2,Sales Executive,Divorced,8343,11124,20917,46,1055,2,Yes,22,3,2,1,4,3,80,2,14,3,4,0,0,0,0,2024-07-17,2024-01-10,1051,Oslo,No,Career change
801,26,26-35,No,0,Non-Travel,Research & Development,21,3,Medical,1,Male,1,Laboratory Technician,Married,1294,1790,25855,68,666,1,No,15,3,4,4,2,1,80,1,2,2,1,2,2,1,0,2022-01-17,2024-02-07,1085,Copenhagen,Full Remote,Not applicable
802,20,18-25,No,0,Travel_Frequently,Human Resources,21,3,Life Sciences,1,Female,1,Manager,Married,12151,14496,21856,84,845,1,No,21,3,1,3,2,3,80,2,0,5,2,0,0,0,0,2024-07-25,2024-05-15,1065,Oslo,Full Remote,Not applicable
803,25,18-25,No,0,Non-Travel,Research & Development,7,2,Other,1,Male,1,Research Scientist,Married,3529,4658,6869,54,504,0,No,18,3,4,4,4,1,80,0,4,3,2,4,1,4,2,2020-04-21,2024-07-20,1037,Stockholm,No,Not applicable
804,36,36-45,No,0,Non-Travel,Sales,5,3,Life Sciences,1,Male,2,Sales Representative,Married,3224,4181,11568,84,1354,7,Yes,18,3,3,4,2,3,80,0,14,2,1,0,0,0,0,2024-12-15,2024-03-07,1032,Copenhagen,No,Not applicable
805,18,18-25,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Research Scientist,Married,4806,6673,19728,60,1443,0,Yes,17,3,2,1,2,4,80,2,0,2,1,0,0,0,0,2024-12-19,2024-06-28,1050,Copenhagen,No,Not applicable
806,40,36-45,No,0,Travel_Rarely,Research & Development,19,3,Medical,1,Female,4,Laboratory Technician,Married,7509,9601,2957,96,464,9,No,20,3,3,2,2,2,80,0,20,3,4,6,1,6,1,2018-08-31,2024-06-10,1073,Helsinki,Hybrid,Not applicable
807,42,36-45,No,0,Travel_Rarely,Human Resources,6,1,Life Sciences,1,Male,3,Human Resources,Married,5876,7578,21632,90,435,0,No,14,3,4,1,1,3,80,0,16,3,1,16,7,11,0,2008-06-24,2024-09-29,1094,Stockholm,Hybrid,Not applicable
808,49,46-55,No,0,Travel_Frequently,Sales,13,2,Medical,1,Male,4,Sales Representative,Single,2993,3662,3774,70,685,2,No,15,3,4,1,1,2,80,1,29,2,2,7,0,3,2,2017-07-22,2024-04-24,1095,Gothenburg,Hybrid,Not applicable
809,42,36-45,No,0,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,3,Research Scientist,Divorced,6115,7841,10692,86,418,0,No,24,3,4,3,3,2,80,1,23,3,3,13,3,4,2,2011-08-27,2024-07-09,1023,Copenhagen,Hybrid,Not applicable
810,35,26-35,Yes,1,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Male,3,Research Scientist,Married,8514,11450,4333,78,626,3,No,23,3,4,2,3,2,80,1,14,1,4,1,1,1,0,2023-12-20,2024-12-31,1044,Helsinki,No,Compensation
811,35,26-35,No,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Male,2,Research Scientist,Married,3230,4332,10849,40,916,9,No,21,3,2,4,2,1,80,1,14,1,2,2,1,2,2,2022-11-20,2024-03-11,1078,Stockholm,Full Remote,Not applicable
812,56,56+,No,0,Travel_Frequently,Research & Development,17,3,Life Sciences,1,Male,5,Laboratory Technician,Married,6600,8505,6969,67,944,1,No,16,3,1,4,3,1,80,0,36,3,3,0,0,0,0,2024-12-05,2024-07-17,1009,Stockholm,Full Remote,Not applicable
813,24,18-25,No,0,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Married,4466,6191,12936,59,1327,1,Yes,21,3,1,2,4,3,80,0,5,3,4,5,1,0,3,2019-03-05,2024-05-14,1040,Copenhagen,Hybrid,Not applicable
814,44,36-45,No,0,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Sales Executive,Single,10248,13990,24502,87,876,3,No,20,3,2,2,4,2,80,1,21,2,4,7,3,0,0,2017-01-22,2024-06-22,1001,Gothenburg,No,Not applicable
815,50,46-55,No,0,Travel_Rarely,Research & Development,17,2,Marketing,1,Female,4,Research Scientist,Married,8171,10735,8851,53,629,0,No,20,3,2,3,1,3,80,0,30,3,4,5,2,1,2,2019-09-01,2024-07-22,1019,Helsinki,Hybrid,Not applicable
816,40,36-45,No,0,Travel_Rarely,Sales,9,5,Life Sciences,1,Male,2,Sales Executive,Married,7285,9860,8506,65,1189,0,No,18,3,1,2,3,4,80,1,8,3,1,8,4,8,5,2016-12-14,2024-10-13,1019,Helsinki,No,Not applicable
817,47,46-55,No,0,Travel_Frequently,Research & Development,17,1,Medical,1,Male,3,Research Scientist,Divorced,5933,8332,5397,91,1221,0,No,14,4,3,4,3,3,80,0,18,2,4,0,0,0,0,2024-01-18,2024-05-03,1024,Stockholm,No,Not applicable
818,40,36-45,No,0,Non-Travel,Sales,28,3,Medical,1,Male,4,Sales Executive,Divorced,11200,13962,5786,47,1290,3,No,14,4,3,3,3,3,80,2,21,5,3,1,1,1,1,2023-09-15,2024-06-02,1001,Malmo,No,Not applicable
819,41,36-45,No,0,Travel_Rarely,Research & Development,20,2,Life Sciences,1,Female,3,Laboratory Technician,Single,6284,8472,9864,37,1053,3,No,13,3,3,4,1,1,80,0,18,1,3,0,0,0,0,2024-06-01,2024-07-13,1079,Gothenburg,No,Not applicable
820,33,26-35,No,0,Travel_Rarely,Human Resources,22,3,Medical,1,Male,2,Manager,Married,15652,20511,2469,92,1215,0,No,14,3,4,3,4,2,80,1,14,3,1,5,0,2,0,2019-03-24,2024-04-26,1070,Stockholm,Full Remote,Not applicable
821,29,26-35,No,0,Travel_Frequently,Research & Development,23,4,Medical,1,Female,2,Research Scientist,Divorced,7310,9310,25420,97,735,0,Yes,15,3,1,2,4,4,80,2,9,5,1,9,1,2,0,2015-04-23,2024-10-12,1089,Copenhagen,Hybrid,Not applicable
822,40,36-45,No,0,Travel_Frequently,Sales,3,4,Life Sciences,1,Male,4,Sales Executive,Single,9774,12638,19340,89,875,0,No,22,4,4,3,2,4,80,1,17,5,4,11,2,9,2,2013-09-02,2024-10-16,1001,Gothenburg,Full Remote,Not applicable
823,30,26-35,No,0,Travel_Rarely,Research & Development,22,4,Marketing,1,Male,2,Research Scientist,Single,5178,6426,8978,73,1186,4,No,21,3,3,4,2,2,80,2,8,2,2,8,0,2,4,2016-03-10,2024-05-05,1028,Stockholm,Full Remote,Not applicable
824,34,26-35,No,0,Non-Travel,Research & Development,15,1,Medical,1,Female,2,Manufacturing Director,Married,9688,13689,19610,38,836,8,No,15,3,3,3,4,2,80,2,15,3,4,5,0,5,1,2019-06-02,2024-02-09,1037,Helsinki,Full Remote,Not applicable
825,42,36-45,No,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,3,Research Scientist,Single,5568,6786,24196,63,740,5,No,11,3,1,2,3,3,80,1,20,2,3,10,1,1,2,2014-03-07,2024-01-20,1036,Oslo,Hybrid,Not applicable
826,29,26-35,No,0,Travel_Rarely,Sales,2,1,Medical,1,Male,3,Sales Executive,Married,5192,6174,24074,32,339,2,Yes,25,3,4,2,2,2,80,1,8,2,3,5,0,5,0,2019-09-14,2024-09-17,1059,Copenhagen,Hybrid,Not applicable
827,27,26-35,No,0,Non-Travel,Sales,3,3,Medical,1,Male,1,Sales Representative,Married,2688,3535,22694,40,1007,0,No,14,3,4,3,3,3,80,0,6,4,3,0,0,0,0,2024-04-13,2024-06-28,1037,Gothenburg,No,Not applicable
828,28,26-35,No,0,Non-Travel,Research & Development,2,3,Marketing,1,Male,2,Research Scientist,Married,5068,6957,3322,47,1069,5,No,22,3,3,1,1,2,80,0,9,2,1,2,2,2,1,2022-02-18,2024-08-19,1060,Oslo,No,Not applicable
829,41,36-45,No,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,Manufacturing Director,Divorced,9430,13166,13852,51,824,3,No,19,4,4,2,3,1,80,0,19,1,3,10,5,10,0,2014-07-26,2024-03-08,1073,Stockholm,Hybrid,Not applicable
830,31,26-35,Yes,1,Non-Travel,Research & Development,18,4,Marketing,1,Female,2,Manager,Divorced,16156,20677,8083,93,589,2,Yes,13,3,3,4,1,2,80,1,12,2,2,5,0,0,1,2019-10-30,2024-11-02,1015,Stockholm,Hybrid,Compensation
831,31,26-35,No,0,Travel_Rarely,Research & Development,28,1,Medical,1,Female,1,Laboratory Technician,Married,2486,2975,9109,54,757,1,No,24,3,4,3,3,2,80,0,4,3,2,4,4,1,0,2020-03-21,2024-01-10,1027,Stockholm,Hybrid,Not applicable
832,31,26-35,No,0,Travel_Frequently,Sales,23,4,Life Sciences,1,Male,1,Sales Executive,Divorced,6471,8058,10634,77,980,2,Yes,11,3,4,3,1,3,80,0,7,3,1,7,2,7,7,2017-04-26,2024-11-22,1033,Helsinki,Hybrid,Not applicable
833,18,18-25,No,0,Travel_Rarely,Research & Development,15,1,Life Sciences,1,Female,1,Research Scientist,Married,5242,7267,8742,37,969,7,No,23,3,1,1,1,3,80,3,0,5,4,0,0,0,0,2024-05-10,2024-12-20,1002,Copenhagen,Hybrid,Not applicable
834,27,26-35,No,0,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,1,Manager,Single,14304,18037,19515,92,700,0,No,24,3,4,1,3,1,80,0,1,2,4,1,1,0,1,2023-01-11,2024-03-29,1089,Gothenburg,No,Not applicable
835,39,36-45,No,0,Travel_Frequently,Research & Development,17,3,Medical,1,Female,3,Research Director,Married,20000,24392,26608,60,977,6,No,14,3,3,3,1,2,80,2,20,3,1,3,0,0,2,2021-03-21,2024-09-17,1071,Malmo,Hybrid,Not applicable
836,31,26-35,Yes,1,Travel_Rarely,Research & Development,12,3,Medical,1,Male,2,Research Scientist,Divorced,5449,6650,16492,91,918,0,Yes,25,3,2,4,1,2,80,0,9,2,1,8,0,1,0,2016-08-23,2024-07-01,1066,Stockholm,Hybrid,Work-life balance
837,38,36-45,No,0,Travel_Rarely,Sales,29,3,Life Sciences,1,Male,3,Sales Executive,Married,8099,10293,13489,63,459,0,Yes,15,4,1,1,2,4,80,1,19,3,1,3,3,3,3,2021-04-21,2024-08-27,1049,Gothenburg,Hybrid,Not applicable
838,59,56+,No,0,Travel_Rarely,Human Resources,26,4,Life Sciences,1,Male,4,Human Resources,Single,7902,11138,19126,78,1302,6,No,13,3,1,1,2,1,80,0,21,3,1,3,0,1,0,2021-08-19,2024-01-15,1017,Malmo,No,Not applicable
839,49,46-55,No,0,Travel_Rarely,Research & Development,12,3,Medical,1,Male,3,Healthcare Representative,Divorced,9922,13963,9882,65,1180,1,No,15,3,1,4,3,1,80,0,17,3,1,3,0,1,3,2021-03-21,2024-08-14,1025,Malmo,Full Remote,Not applicable
840,25,18-25,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,6216,7502,26329,38,1427,0,Yes,11,3,1,4,3,4,80,1,6,0,2,1,1,1,1,2023-09-20,2024-08-15,1040,Helsinki,Hybrid,Not applicable
841,34,26-35,No,0,Travel_Rarely,Research & Development,6,1,Other,1,Male,2,Manufacturing Director,Married,6213,8431,9844,35,654,2,No,16,3,4,1,4,1,80,1,15,3,2,3,1,1,0,2021-03-19,2024-07-30,1072,Copenhagen,No,Not applicable
842,44,36-45,No,0,Travel_Frequently,Human Resources,12,2,Life Sciences,1,Male,4,Human Resources,Divorced,6402,8255,25297,90,296,0,No,25,3,4,3,4,4,80,1,24,1,1,5,5,1,4,2019-07-13,2024-04-10,1072,Oslo,Full Remote,Not applicable
843,43,36-45,No,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Female,5,Manufacturing Director,Married,14041,19123,16990,76,721,0,Yes,20,3,3,4,3,3,80,1,24,1,4,4,1,4,0,2020-08-01,2024-04-25,1028,Malmo,Hybrid,Not applicable
844,31,26-35,No,0,Travel_Rarely,Research & Development,10,1,Medical,1,Male,2,Laboratory Technician,Married,5049,6155,7439,81,1089,3,No,19,3,3,2,2,3,80,0,8,3,1,2,0,2,2,2022-03-09,2024-12-01,1079,Helsinki,Hybrid,Not applicable
845,26,26-35,No,0,Travel_Rarely,Research & Development,27,3,Marketing,1,Male,1,Research Scientist,Married,2403,3116,3991,97,1393,3,No,11,4,1,1,2,4,80,2,7,4,1,4,3,4,0,2020-06-03,2024-01-06,1056,Gothenburg,No,Not applicable
846,42,36-45,No,0,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,4,Sales Executive,Married,9353,11995,14948,76,1486,2,No,16,4,2,4,3,1,80,1,17,2,4,8,2,2,6,2016-03-03,2024-04-14,1021,Gothenburg,No,Not applicable
847,42,36-45,No,0,Travel_Frequently,Human Resources,11,2,Medical,1,Male,3,Human Resources,Single,8315,11326,17120,63,180,1,No,14,3,2,4,3,3,80,3,22,2,2,3,3,0,3,2021-09-08,2024-07-13,1012,Helsinki,Hybrid,Not applicable
848,38,36-45,No,0,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Executive,Married,7919,10105,19027,59,1053,0,Yes,13,3,4,2,2,2,80,1,19,2,4,3,1,3,0,2021-09-12,2024-04-21,1087,Oslo,No,Not applicable
849,35,26-35,No,0,Travel_Rarely,Research & Development,23,1,Marketing,1,Female,3,Laboratory Technician,Single,5517,6679,23157,92,1221,1,No,12,3,2,2,2,1,80,1,16,3,2,0,0,0,0,2024-12-26,2024-08-16,1060,Oslo,Hybrid,Not applicable
